Designação,Nome,Endereço,Bairro,CRE,Atividade,Telefones,Link cartela,GlobalID,Data_Inauguracao,Designacao_num,Nome_abrev,Cod_microarea_SME
918080,Escola Municipal Comunidade Jardim Pedregoso,"Rua Corumbaiba, S/Nº - Mendanha",Campo Grande,9,Escola Municipal,2413-7916,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11163&cmd=load,{4E94FC33-7918-48C5-AA9D-5AD38AD9200D},,918.080,EM Com. Jard. Pedregoso,9.4
918082,Escola Especial Municipal Maria Montessori,"Rua Ivo do Prado, 361",Campo Grande,9,Escola Especial Municipal,2413-5695,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11165&cmd=load,{03BF52CB-0E0E-4C33-BBCE-0BD0D36F3566},,918.082,E.E.M. Mª Montessori,9.8
918829,Espaço de Desenvolvimento Infantil Rubem Azevedo Alves,"Rua Gentil de Ouro, S/Nº",Inhoaíba,9,Espaço de Desenvolvimento Infantil - EDI,,,{4C065B9E-E426-405B-876E-ACEEA6965A3D},,918.829,EDI​ Rubem Azevedo Alves,9.9
918025,Escola Municipal Miguel de Larreinaga,"Rua Seabra, S/Nº - Monteiro",Campo Grande,9,Escola Municipal,2413-4085,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11108&cmd=load,{144E1326-2A28-43B0-BA35-671E8C7AC04C},,918.025,EM Miguel de Larreinaga,9.19
918003,Escola Municipal Iva Gomes Ribeiro,"Rua Pedro Autran, S/Nº",Inhoaíba,9,Escola Municipal,3394-6195,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11088&cmd=load,{7BC5F0DA-08BD-46E7-9CB5-7DDA47DDB2CE},,918.003,EM Iva Gomes Ribeiro,9.21
918012,Escola Municipal Professora Maria Luiza Lima e Silva,"Rua França Leite, S/Nº",Cosmos,9,Escola Municipal,2409-7316,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11097&cmd=load,{AF3FA051-AC76-498C-9095-D7D333B59E63},,918.012,EM Profª Mª Luiza Lima e Silva,9.14
918016,Escola Municipal Ubaldina Dias Jacaré,"Rua São Domiciano, S/Nº",Campo Grande,9,Escola Municipal,3394-4925,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11100&cmd=load,{4BC4ABB1-301B-4FEE-BCCD-A03994A2C88A},,918.016,EM Ubaldina Dias Jacaré,9.18
918027,Escola Municipal Rubens de Farias Neves,"Rua Professora Yara Beltrami, S/Nº - Rio da Prata",Campo Grande,9,Escola Municipal,2413-3295,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11110&cmd=load,{FB525F0B-94D7-49DE-8E9C-B27C77714A89},,918.027,EM Rubens de Farias Neves,9.16
918028,Escola Municipal Almirante Saldanha da Gama,"Av. Cesário de Melo, 4.180 Centro",Campo Grande,9,Escola Municipal,2413-4775,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11111&cmd=load,{3FD66FB6-5068-4D20-92EF-19CACA8D4960},,918.028,EM Almte. Saldanha da Gama,9.14
918032,Escola Municipal Doutor Nelcy Noronha,"Rua Coxila Rica, Lote 3 - Monteiro",Campo Grande,9,Escola Municipal,2413-3035,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11115&cmd=load,{21A47104-3D14-4789-B4FD-E92B5E49A12F},,918.032,EM Dr. Nelcy Noronha,9.19
918020,Escola Municipal Rosaria Trotta,"Pça. Rosária Trotta, S/Nº",Campo Grande,9,Escola Municipal,2413-4095,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11103&cmd=load,{34C2B873-D5DE-4BA2-B079-89E9BDBFC8B7},,918.020,EM Rosaria Trotta,9.18
918040,Escola Municipal Professora Marita de Vasconcelos,"Rua Xavier Marques, S/Nº",Campo Grande,9,Escola Municipal,3394-7330,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11123&cmd=load,{41D7CB92-8F42-45FD-B1AF-129EA846F5E7},,918.040,EM Profª Marita de Vasconcelos,9.18
918034,Escola Municipal Jesus Soares Pereira,"Rua Consolação, S/Nº - Cachamorra",Campo Grande,9,Escola Municipal,2415-8380,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11117&cmd=load,{8E6F53C0-0359-43BF-8E9E-F59E2A6E228D},,918.034,EM Jesus Soares Pereira,9.17
918035,Escola Municipal Mane Garrincha - Alegria do Povo,"Rua Vicente Perrota, S/Nº - Monteiro",Campo Grande,9,Escola Municipal,3316-3366,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11118&cmd=load,{D59E055E-7D8D-4B6A-AB1C-B6920ABC0BA7},,918.035,EM Mane Garrincha - Alegria do Povo,9.20
918038,Escola Municipal Pugilista Virgulino Isaias de Oliveira,"Rua Acreuna, S/Nº Loteamento Joari, 66",Campo Grande,9,Escola Municipal,3384-1713,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11121&cmd=load,{393C5C7A-106A-4D8F-AE99-5A40DF280D9F},,918.038,EM Pugilista Virgulino Isaias de Oliveira,9.18
918039,Escola Municipal São Camilo de Lelis,"Av. Aldo Botelho, S/Nº - Benjamin Dumont",Campo Grande,9,Escola Municipal,2415-5472,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11122&cmd=load,{FA80E03A-65DF-49E7-8148-51E08A0A586E},,918.039,EM São Camilo de Lelis,9.21
918075,Escola Municipal Ministro Alcides Carneiro,"Av. Paulo Afonso, S/Nº Mendanha",Campo Grande,9,Escola Municipal,2413-7210,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11158&cmd=load,{860B28BA-CE2E-4B4F-8DB6-00FE09F72B03},,918.075,EM Ministro Alcides Carneiro,9.4
918057,Escola Municipal Tóquio,"Rua Erasmo, 61 Mendanha",Campo Grande,9,Escola Municipal,2413-7785,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11140&cmd=load,{6A8743BD-6D20-4196-8A2B-2ABD74D1835F},,918.057,EM Tóquio,9.4
918064,Escola Municipal Rainha Vitoria,"Rua Benedito Lacerda, S/Nº - Vila Nova",Campo Grande,9,Escola Municipal,2413-4755,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11147&cmd=load,{013E701F-D1CA-41E6-B2C4-2B460CDB635B},,918.064,EM Rainha Vitoria,9.9
918070,Escola Municipal Von Martius,"Rua Jape, 26 - Aricuri",Campo Grande,9,Escola Municipal,2413-3085,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11153&cmd=load,{CA2F407D-FE6E-49F9-8B86-475C35815B5F},,918.070,EM Von Martius,9.8
918076,Escola Municipal Doutor Jair Tavares de Oliveira,"Rua Jape, 380",Campo Grande,9,Escola Municipal,2413-4112,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11159&cmd=load,{02DFFA27-48A8-4ED2-8B89-4AA71D323299},,918.076,EM Dr. Jair Tavares de Oliveira,9.8
918071,Escola Municipal Charles Dickens,"Rua Primeira Cruz, S/Nº",Campo Grande,9,Escola Municipal,2413-3444,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11154&cmd=load,{AC562EC2-F6A1-44B3-8E3A-661B09610B7D},,918.071,EM Charles Dickens,9.7
918074,Escola Municipal Embaixador Araújo Castro,"Rua Rodolfo Garcia, S/Nº - Vila Nova",Campo Grande,9,Escola Municipal,2413-4035,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11157&cmd=load,{AC353B34-7B20-476B-8A42-16909377A357},,918.074,EM Embaix. Araújo Castro,9.9
918077,Escola Municipal Gastão Penalva,"Rua Prof. Almerinda de Castro, 191 - V. Nova",Campo Grande,9,Escola Municipal,2411-3405,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11160&cmd=load,{4C0E11EC-C0AB-49FB-B8F0-62CCE2048F4C},,918.077,EM Gastão Penalva,9.9
918078,Escola Municipal Alzira Araujo,"Rua Ari Lobo, 430 - Posse",Campo Grande,9,Escola Municipal,2413-9578,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11161&cmd=load,{E53A308A-72F2-40B2-9203-FC5541E5764E},,918.078,EM Alzira Araujo,9.7
918081,Escola Municipal Cora Coralina,"Rua Votorantim, S/Nº - Km 10 - Mendanha",Campo Grande,9,Escola Municipal,2413-7919,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11164&cmd=load,{C9AB6415-99C8-460B-AD1B-0AE47DA13FFA},,918.081,EM Cora Coralina,9.1
918065,Escola Municipal Fernando Costa,"Rua José Albano, S/Nº",Campo Grande,9,Escola Municipal,3394-6825,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11148&cmd=load,{C8C1402A-8323-410B-97CB-F6FA91F6F69C},,918.065,EM Fernando Costa,9.6
918043,Escola Municipal Tenente Góes Monteiro,"Estr. Sete Riachos, 2.206",Santíssimo,9,Escola Municipal,3407-5280,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11126&cmd=load,{C5FB3F45-C4BA-4903-95F1-4F69457B2981},,918.043,EM Ten. Góes Monteiro,9.2
918042,Escola Municipal Fernando Barata Ribeiro,"Av. Santa Cruz, 9.720",Santíssimo,9,Escola Municipal,2404-3305,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11125&cmd=load,{20F298AF-F4F3-4C22-932E-82BFD4DB8DAA},,918.042,EM Fernando Barata Ribeiro,9.15
918024,Escola Municipal Dom Meinrado,"Rua Adelmar Tavares, S/Nº",Campo Grande,9,Escola Municipal,2413-3233,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11107&cmd=load,{92BFEBB1-0408-4CE7-AE92-C5FE5541CA21},,918.024,EM Dom Meinrado,9.18
918029,Escola Municipal Presidente Arthur Bernardes,"Rua Peropaba, 125 Monteiro",Campo Grande,9,Escola Municipal,3364-5272,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11112&cmd=load,{DEB39D12-E9D9-44BE-A581-A9354688DC9C},,918.029,EM Pres. Arthur Bernardes,9.19
918501,Escola Municipal Professor Gonçalves,"Estr. do Cabuçu, 1.675 Centro",Campo Grande,9,Escola Municipal,3364-7241,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11715&cmd=load,{40152D55-0101-4488-9F5C-56F4206E080C},,918.501,EM Prof° Gonçalves,9.18
918022,Escola Municipal Castro Alves,"Pça. Marcelino Gama, S/Nº - Rio da Prata",Campo Grande,9,Escola Municipal,2413-5095,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11105&cmd=load,{2B6D2ECA-4986-4408-B333-9E4769ADB1D0},,918.022,EM Castro Alves,9.16
918021,Escola Municipal Professor Felipe Santiago,"Rua Sargento Argolo Sacramento, S/Nº - Cachamorra",Campo Grande,9,Escola Municipal,3394-3405,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11104&cmd=load,{540FAC4E-D5CC-458E-AB56-A8D7E9455BDC},,918.021,EM Prof° Felipe Santiago,9.20
918030,Escola Municipal Raymundo Corrêa,"Estr. do Monteiro, 1.346 - Monteiro",Campo Grande,9,Escola Municipal,3316-3197,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11113&cmd=load,{51E3A958-C65D-4ADF-90F2-952291A46BF6},,918.030,EM Raymundo Corrêa,9.20
918009,Escola Municipal Rômulo Gallegos,"Rua Itambaraçá, S/Nº - Santa Margarida",Cosmos,9,Escola Municipal,3394-6795,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11094&cmd=load,{03362AB1-EA11-4D44-84AD-2EEC7AE81ABD},,918.009,EM Rômulo Gallegos,9.9
918017,Escola Municipal Alfredo Cesário Alvim,"Rua Luiza Marillac, 20 - Rio da Prata",Campo Grande,9,Escola Municipal,3394-3495,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11101&cmd=load,{A3B7EBB2-C984-4E4E-9175-0CF8F4986495},,918.017,EM Alfredo Cesário Alvim,9.17
918007,Escola Municipal Presidente Antônio Carlos,"Rua Pequiá, S/Nº",Cosmos,9,Escola Municipal,2409-6809,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11092&cmd=load,{E63660AE-DEF7-41CF-B6F0-99F642BCE82A},,918.007,EM Pres. Antônio Carlos,9.13
918010,Escola Municipal Barão de Santa Margarida,"Rua Coremas, 358 - Santa Margarida",Cosmos,9,Escola Municipal,2413-4405,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11095&cmd=load,{82450343-64B5-4DAD-A048-B2F1D335D09C},,918.010,EM Barão de Santa Margarida,9.12
918031,Escola Municipal George Washington,"Rua Alvorada, S/Nº",Campo Grande,9,Escola Municipal,2413-4205,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11114&cmd=load,{ABBCD9A9-EDD9-4DA3-B348-4CFE76BF95CE},,918.031,EM George Washington,9.21
918037,Escola Municipal Santa Isabel,"Av. Cesário de Melo, 5.380 - Benjamin Dumont",Inhoaíba,9,Escola Municipal,3394-5281,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11120&cmd=load,{8786FABF-42EE-4882-B531-4AEA440B8741},,918.037,EM Stª Isabel,9.14
918002,Escola Municipal Professora Orminda Rodrigues,"Rua Prof. Souza Moreira, 363",Inhoaíba,9,Escola Municipal,2413-4825,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11087&cmd=load,{E9354414-F762-4C3F-8919-B9E130B3787D},,918.002,EM Profª Orminda Rodrigues,9.14
918005,Escola Municipal Lycio de Souza Carvalho,"Rua Soldado Sebastião Viana, S/Nº",Inhoaíba,9,Escola Municipal,2413-3245,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11090&cmd=load,{FF5264CC-FFD5-4B31-AC42-2F2FFF193A03},,918.005,EM Lycio de Souza Carvalho,9.9
918053,Escola Municipal Professor Manuel Said Ali,"Estr. Guandu do Sapê, S/Nº Mendanha",Campo Grande,9,Escola Municipal,2413-7199,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11136&cmd=load,{D3E9233E-BB85-4CD7-96FB-E2203816F18C},,918.053,EM Prof° Manuel Said Ali,9.4
918058,Escola Municipal Almirante Frontin,"Rua Nova Aliança, S/Nº - Centro",Campo Grande,9,Escola Municipal,2413-4605,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11141&cmd=load,{4F2BD8FE-B9BF-478D-AF56-877BFE2236C2},,918.058,EM Almte. Frontin,9.7
918048,Escola Municipal Teodoro Sampaio,"Rua Gal. Uchoa Cavalcanti, 135",Senador Vasconcelos,9,Escola Municipal,3394-6725,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11131&cmd=load,{444263C0-D501-417C-A558-7B844CCA0721},,918.048,EM Teodoro Sampaio,9.8
918049,Escola Municipal Rio Grande do Norte,"Rua Horizonte Leite, S/Nº",Senador Vasconcelos,9,Escola Municipal,3394-6205,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11132&cmd=load,{F0D4012C-D2D5-48AA-B2CF-18A4E3AD3640},,918.049,EM Rio Grande do Norte,9.8
918084,Escola Municipal Professor Alfredo de Pires Flores,"Rua Rodrigues de Abreu, 10 - Monteiro",Campo Grande,9,Escola Municipal,3377-1940,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=16323&cmd=load,{CE9BB909-299B-403B-8B3E-26DF47CEBA91},,918.084,EM Prof° Alfredo de Pires Flores,9.20
918615,Creche Municipal Marcelo Cardoso Tomé,RUA JOAO BRAUNER420,Inhoaíba,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39098&cmd=load,{B231E807-30C1-4D72-9DC1-4C88C315F7EC},,918.615,CM Marcelo Cardoso Tomé,9.11
918605,Creche Municipal Sempre Vida Professora Eugenia Maria Veloso Marchese,RUA GENTIL DO OUROS/N,Inhoaíba,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18631&cmd=load,{9B796519-484B-4766-A41D-01B4ED0929FE},,918.605,CM Sempre Vida Prof. Eugenia Mª Veloso Marchese,9.9
918610,Creche Municipal Esperança do Amanhã,RUA 6218,Cosmos,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18688&cmd=load,{68058D45-F93D-481E-B294-7BF4BDCE8F73},,918.610,CM Esperança do Amanhã,9.13
918613,Creche Municipal Professora Flora Santina Ferrari Braz,ESTRADA DO LAMEIRAOS/N,Santíssimo,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19193&cmd=load,{A7F73C85-AD35-4337-848F-279FD4D8F0A2},,918.613,CM Profª Flora Santina Ferrari Braz,9.7
918205,CIEP Claudio Manoel da Costa,"Av. Guarujá, S/Nº",Cosmos,9,CIEP,3409-9836,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11727&cmd=load,{76FC5DDD-D411-4B7A-A08D-32F8A06493D9},,918.205,CIEP Claudio Manoel da Costa,9.13
918506,CIEP Raymundo Ottoni de Castro Maya,"Rua Moranga, S/Nº - Benjamin Dumont",Inhoaíba,9,CIEP,3394-2130,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11733&cmd=load,{867E9D4C-FEDE-4481-AE2C-A2E4F5D1DAC5},,918.506,CIEP Raymundo Ottoni de Castro Maya,9.21
918507,CIEP Professor Darcy Ribeiro,"Rua das Conchas, S/Nº - Vila Nova",Campo Grande,9,CIEP,3394-3349,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11738&cmd=load,{555D8ABE-42BC-40FA-B0CE-083B2E1B593B},,918.507,CIEP Prof° Darcy Ribeiro,9.9
918508,CIEP Doutor Ernesto (Che) Guevara,"Praça Maina, S/Nº Centro",Campo Grande,9,CIEP,3394-5174,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11743&cmd=load,{2FBD071A-8F42-4743-B134-636485539BB2},,918.508,CIEP Dr. Ernesto (Che) Guevara,9.7
918510,CIEP Armindo Marcílio Doutel de Andrade,"Rua Flávio Fraga, S/Nº - Vila Nova",Campo Grande,9,CIEP,3394-3527,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11748&cmd=load,{F17FAD48-3B48-45CC-A589-B8ED0F608757},,918.510,CIEP Armindo Marcílio Doutel de Andrade,9.9
918511,CIEP Herivelto Martins,"Praça Santo Anastácio, S/Nº",Senador Vasconcelos,9,CIEP,3394-2224,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11753&cmd=load,{CDF35046-3912-46A6-9B5D-B1D0A94E223F},,918.511,CIEP Herivelto Martins,9.15
918085,Escola Municipal Professor Helton Alvares Veloso de Castro,Rua Projetada A - Vila Romana,Santíssimo,9,Escola Municipal,3469-9761,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=16377&cmd=load,{03DF5F20-BAED-4EAC-8163-4889DB310833},,918.085,EM Prof° Helton Alvares Veloso de Castro,9.7
918001,Escola Municipal Alba Canizares do Nascimento,"Rua Prof. Souza Moreira, 301",Inhoaíba,9,Escola Municipal,2413-4525,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11086&cmd=load,{96316060-2C97-491D-8D67-C875F0EE141E},,918.001,EM Alba Canizares do Nascimento,9.14
918008,Escola Municipal Alberto Nepomuceno,"Rua Dom Irineu Joffly, S/Nº",Cosmos,9,Escola Municipal,3409-0084,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11093&cmd=load,{4BD455C2-2E68-4276-933B-49E18F6F00CC},,918.008,EM Alberto Nepomuceno,9.14
918069,Escola Municipal Professora Jurema Peçanha Giraud,"Rua Atacama, S/Nº - Vila Nova",Campo Grande,9,Escola Municipal,2413-3121,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11152&cmd=load,{03F119D3-333A-4980-89C1-FC95E05EE799},,918.069,EM Profª Jurema Peçanha Giraud,9.5
918033,Escola Municipal Professor Gilberto Bento da Silva,"Rua Francisco Motta, 850 - Centro",Campo Grande,9,Escola Municipal,2413-5125,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11116&cmd=load,{2FB26C08-C990-483F-AB21-42D85C7B0F29},,918.033,EM Prof° Gilberto Bento da Silva,9.18
918036,Escola Municipal Professor Paulo Silva,"Rua Jario Corrêa, S/Nº - Benjamin Dumont",Inhoaíba,9,Escola Municipal,3394-5725,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11119&cmd=load,{0BEEE0D9-D912-4652-829E-2243B7433A9D},,918.036,EM Prof° Paulo Silva,9.14
918041,Escola Municipal Antonia Vargas Cuquejo,"Praça Dercides Alves dos Santos, S/Nº - Santa Margarida",Cosmos,9,Escola Municipal,3314-2226,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11124&cmd=load,{D3318B5D-DD94-4F75-B206-890163D0FD4D},,918.041,EM Antonia Vargas Cuquejo,9.12
918503,CIEP Lamartine Babo,"Rua Campo Maior, S/Nº Centro",Campo Grande,9,CIEP,3394-6154,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11722&cmd=load,{CAC5A4D7-4975-4D81-876C-A76410A11C03},,918.503,CIEP Lamartine Babo,9.18
918203,CIEP Clementina de Jesus,"Av. Alhambra, S/Nº - Monteiro",Campo Grande,9,CIEP,2411-0530,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11725&cmd=load,{2E5398BE-00FA-4DFB-A2ED-DB711DC58514},,918.203,CIEP Clementina de Jesus,9.19
918837,Espaço de Desenvolvimento Infantil Medalhista Olímpico Wallace Leandro de Souza,"Rua José Otávio Correa Lima, s/n",Santíssimo,9,Espaço de Desenvolvimento Infantil - EDI,,,{F95003BE-F664-460A-9D49-31AD3B8E98BF},26/09/2016 21:00,918.837,EDI Medalhista Olímpico Wallace Leandro de Souza,9.2
918505,CIEP Anita Malfatti,"Rua Iaraquã, S/Nº - Cachamorra",Campo Grande,9,CIEP,3394-7227,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11728&cmd=load,{52F598D9-8E88-45BF-80DF-9914E98A2BA9},,918.505,CIEP Anita Malfatti,9.20
918045,Escola Municipal Visconde do Rio Branco,"Estr. da Posse, 800 - Posse",Campo Grande,9,Escola Municipal,2413-5185,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11128&cmd=load,{2C9DF2DB-C2AB-4F8D-8DF9-9DDA8D69CD45},,918.045,EM Visconde do Rio Branco,9.2
918072,Classe em Cooperação Guandu,"Estr. Madureira, S/Nº Km 32",Campo Grande,9,Escola Municipal,2686-1364,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=11155&cmd=load,{3725C54D-55D2-4434-A0DB-EDB0413AF52D},,918.072,Clas. em Coop. Guandu,
918086,Escola Municipal Professor Fábio César Pacífico,"Rua Pavão, S/Nº - Mendanha",Campo Grande,9,Escola Municipal,3364-0871,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18801&cmd=load,{4DA6348F-648D-45F4-A023-FCDA34EEEF37},,918.086,EM Prof° Fábio César Pacífico,9.1
918087,Escola Municipal Professora Sonia Maria Maltez Fernandez,"Rua da Consolação, 138",Campo Grande,9,Escola Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=19398&cmd=load,{77DA9C1C-85BD-48D0-BAD7-D53085EE3161},,918.087,EM Profª Sonia Mª Maltez Fernandez,9.17
918088,Escola Municipal Apolônio de Carvalho,"Rua Projetada, 9 - Vila do Céu",Cosmos,9,Escola Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=38333&cmd=load,{9D5D8136-2329-4693-825F-B9A3E5853B50},,918.088,EM Apolônio de Carvalho,9.13
918619,Creche Municipal Raul Cortez,"Estrada da Moriçaba, s/n",Senador Vasconcelos,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39751&cmd=load,{FEA7713E-F8AF-4710-9401-52900A6FF48B},,918.619,CM Raul Cortez,9.15
918617,Creche Municipal Criando o Futuro,"Av. Cesário de Melo, 6006",Inhoaíba,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39753&cmd=load,{5BB40370-055C-4C6C-92E5-9CC9E3487334},,918.617,CM Criando o Futuro,9.14
918620,Creche Municipal Emilio Ibrahim Lázaro Jubram Dib,"Rua Beira Rio, s/n",Campo Grande,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39750&cmd=load,{A1D94DB7-7F71-47E0-97DC-C6D724429151},,918.620,CM Emilio Ibrahim Lázaro Jubram Dib,9.19
918618,Creche Municipal Esperança da Vila São Jorge,Rua Icurana - Vila São Jorge s/nº,Cosmos,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39752&cmd=load,{C6917906-DFE0-46C1-853D-3062B4B8AF58},,918.618,CM Esperança da Vila São Jorge,9.14
918616,Creche Municipal Padre Valter da Costa Santos,Luis Carlos Precher - Conjunto Santa Maria s/nº,Campo Grande,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=39742&cmd=load,{FBFD3CE3-F990-4963-9EC2-4259F849C68A},,918.616,CM Pe. Valter da Costa Santos,9.5
918607,Creche Municipal Sonho Feliz,ESTRADA GUANDU DO SENA77777,Campo Grande,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=18766&cmd=load,{DD720C45-BD5B-4B0C-ACDF-E917B756B8CE},,918.607,CM Sonho Feliz,9.1
918601,Creche Municipal Alegria de Nova Cidade,ESTRADA DO GOIABAL75,Inhoaíba,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17896&cmd=load,{3839B63E-BA1D-4032-8C78-7EFDD47D3339},,918.601,CM Alegria de Nova Cidade,9.10
918603,Creche Municipal Sempre Vida Elza Rabelo de Andrade,RUA VITORIA DO MEARIMS/N,Cosmos,9,Creche Municipal,,http://webapp.sme.rio.rj.gov.br/jcartela/publico/pesquisa.do?idSetor=17904&cmd=load,{CAD98036-377C-4AA8-A834-EBE792FA3AE2},,918.603,CM Sempre Vida Elza Rabelo de Andrade,9.23
